DOL,CD,FI3312B
123.875,5.488,31.154
123.958,5.490,31.493
124.000,5.490,31.454
124.042,5.490,31.287
124.083,5.489,31.332
124.125,5.490,31.387
124.167,5.491,31.331
124.208,5.491,31.293
124.250,5.489,31.349
124.292,3.065,30.693
124.375,3.065,30.556
124.417,3.066,30.742
124.458,3.065,30.726
124.500,3.065,30.552
124.542,3.065,30.516
124.583,3.066,30.676
124.625,3.064,30.615
124.667,3.064,30.465
124.708,3.063,30.550
124.750,3.064,30.501
124.792,3.064,30.690
124.833,3.065,30.425
124.875,3.064,30.586
124.958,3.064,30.432
125.000,3.064,30.487
125.042,3.065,30.469
125.083,3.062,30.584
125.125,3.063,30.604
125.167,3.064,30.688
125.208,3.065,30.577
125.250,3.063,30.567
125.292,3.065,30.702
125.375,5.491,30.962
125.417,5.490,30.961
125.458,5.492,31.074
125.500,5.491,30.895
125.542,5.491,31.041
125.583,5.493,30.961
125.625,5.492,30.982
125.667,5.491,30.935
125.708,5.491,31.124
125.750,5.491,31.117
125.792,5.489,31.155
125.833,5.491,30.996
125.875,5.491,31.177
125.958,5.491,30.881
126.000,5.489,30.890
126.042,5.491,31.195
126.083,5.489,31.056
126.125,5.490,31.050
126.167,5.489,31.143
126.208,5.490,30.949
126.250,5.490,31.003
126.292,5.490,31.205
126.375,3.064,30.659
126.417,3.064,30.644
126.458,3.064,30.459
126.500,3.064,30.322
126.542,3.064,30.587
126.583,3.063,30.608
126.625,3.062,30.708
126.667,3.064,30.556
126.708,3.063,30.632
126.750,3.063,30.636
126.792,3.063,30.523
126.833,3.062,30.508
126.875,3.062,30.588
126.958,5.487,31.080
127.000,5.488,30.873
127.042,5.489,30.900
127.083,5.489,30.928
127.125,5.489,31.083
127.167,5.489,30.875
127.208,5.490,30.932
127.250,5.489,30.958
127.292,5.491,30.946
127.375,3.064,30.595
127.417,3.065,30.690
127.458,3.065,30.678
127.500,3.064,30.506
127.542,3.064,30.584
127.583,3.064,30.561
127.625,3.064,30.634
127.667,3.065,30.493
127.708,3.064,30.744
127.750,3.064,30.620
127.792,3.063,30.665
127.833,3.063,30.488
127.875,3.065,30.771
127.958,5.486,31.306
128.000,5.488,31.200
128.042,5.489,31.076
128.083,5.490,31.156
128.125,5.489,31.405
128.167,5.488,31.411
128.208,5.489,31.225
128.250,5.488,31.187
128.292,5.490,31.244
128.375,3.064,30.704
128.417,3.064,30.546
128.458,3.064,30.665
128.500,3.064,30.499
128.542,3.064,30.380
128.583,3.064,30.600
128.625,3.065,30.767
128.667,3.063,30.623
128.708,3.065,30.765
128.750,3.065,30.527
128.792,3.065,30.715
128.833,3.064,30.758
128.875,3.064,30.565
128.958,5.491,31.270
129.000,5.490,31.291
129.042,5.491,31.129
129.083,5.491,31.157
129.125,5.490,31.217
129.167,5.490,31.234
129.208,5.490,30.930
129.250,5.491,31.160
129.292,5.490,31.250
129.375,2.759,30.655
129.417,2.759,30.621
129.458,2.759,30.825
129.500,2.760,30.610
129.542,2.759,30.625
129.583,2.759,30.635
129.625,2.760,30.680
129.667,2.759,30.675
129.708,2.759,30.550
129.750,2.759,30.699
129.792,2.759,30.687
129.833,2.758,30.579
129.875,2.758,30.616
129.958,5.490,31.363
130.000,5.489,31.177
130.042,5.490,31.172
130.083,5.490,31.276
130.125,5.490,31.061
130.167,5.489,31.046
130.208,5.489,31.219
130.250,5.490,31.067
130.292,5.491,31.252
130.375,3.065,30.574
130.417,3.066,30.889
130.458,3.065,30.798
130.500,3.064,30.725
130.542,3.065,30.531
130.583,3.064,30.680
130.625,3.064,30.723
130.667,3.064,30.750
130.708,3.064,30.843
130.750,3.062,30.726
130.792,3.062,30.732
130.833,3.061,30.421
130.875,3.062,30.658
130.958,5.489,31.363
131.000,5.490,31.221
131.042,5.489,31.443
131.083,5.488,31.506
131.125,5.488,31.365
131.167,5.487,31.404
131.208,5.488,31.440
131.250,5.488,31.265
131.292,5.490,31.582
131.375,5.491,31.287
131.417,5.490,31.244
131.458,5.490,31.417
131.500,5.489,31.283
131.542,5.489,31.405
131.583,5.489,31.283
131.625,5.490,31.158
131.667,5.487,31.142
131.708,5.488,31.160
131.750,5.486,31.260
131.792,5.486,31.043
131.833,5.487,30.967
131.875,5.487,31.306
131.958,5.488,31.222
132.000,5.487,30.988
132.042,5.487,31.314
132.083,5.488,31.277
132.125,5.487,31.141
132.167,5.487,31.088
132.208,5.488,31.266
132.250,5.486,31.184
132.292,5.487,31.076
132.375,5.487,31.161
132.417,5.487,30.776
132.458,5.489,31.073
132.500,5.488,31.140
132.542,5.489,31.174
132.583,5.488,31.154
132.625,5.490,31.408
132.667,5.489,31.156
132.708,5.491,31.318
132.750,5.491,31.245
132.792,5.489,31.142
132.833,5.490,31.113
132.875,5.492,31.079
132.958,5.489,31.073
133.000,5.490,31.147
133.042,5.490,31.106
133.083,5.490,31.147
133.125,5.488,31.232
133.167,5.489,31.328
133.208,5.491,31.057
133.250,5.489,31.167
133.292,5.489,31.248
133.375,3.065,30.676
133.417,3.062,30.747
133.458,3.064,30.505
133.500,3.064,30.892
133.542,3.065,30.611
133.583,3.065,30.878
133.625,3.064,30.789
133.667,3.064,30.610
133.708,3.063,30.460
133.750,3.062,30.729
133.792,3.062,30.676
133.833,3.062,30.748
133.875,3.062,30.573
133.958,6.009,31.220
134.000,6.010,31.466
134.042,6.013,31.168
134.083,6.012,31.124
134.125,6.011,31.236
134.167,6.009,31.131
134.208,6.010,31.407
134.250,6.011,31.063
134.292,6.012,31.249
134.375,3.062,30.656
134.417,3.063,30.662
134.458,3.063,30.627
134.500,3.065,30.803
134.542,3.065,30.551
134.583,3.064,30.772
134.625,3.065,30.576
134.667,3.065,30.553
134.708,3.064,30.856
134.750,3.065,30.614
134.792,3.064,30.534
134.833,3.063,30.491
134.875,3.063,30.542
134.958,6.009,31.181
135.000,6.009,31.407
135.042,6.009,31.340
135.083,6.009,31.066
135.125,6.008,31.320
135.167,6.010,31.372
135.208,6.010,31.195
135.250,6.009,31.110
135.292,6.009,31.177
135.375,6.011,30.951
135.417,6.010,31.214
135.458,6.011,31.380
135.500,6.013,31.291
135.542,6.013,31.347
135.583,6.013,31.301
135.625,6.014,31.198
135.667,6.015,31.237
135.708,6.013,31.187
135.750,6.011,31.128
135.792,6.012,31.153
135.833,6.012,31.114
135.875,6.011,31.156
135.958,6.013,31.332
136.000,6.011,31.371
136.042,6.012,31.466
136.083,6.011,31.287
136.125,6.011,31.363
136.167,6.011,31.406
136.208,6.011,31.295
136.250,6.011,31.179
136.292,6.011,31.206
136.375,6.011,31.385
136.417,6.012,31.429
136.458,6.013,31.471
136.500,6.014,31.404
136.542,6.015,31.395
136.583,6.017,31.361
136.625,6.017,31.561
136.667,6.015,31.367
136.708,6.013,31.140
136.750,6.013,31.372
136.792,6.013,31.213
136.833,6.012,31.289
136.875,6.010,31.064
136.958,6.013,31.340
137.000,6.013,31.193
137.042,6.012,31.564
137.083,6.012,31.016
137.125,6.012,31.270
137.167,6.012,31.349
137.208,6.012,31.242
137.250,6.010,31.307
137.292,6.011,31.427
137.375,6.012,31.416
137.417,2.758,30.599
137.458,2.758,30.819
137.500,2.758,30.480
137.542,2.758,30.745
137.583,2.758,30.645
137.625,2.758,30.661
137.667,2.758,30.532
137.708,2.758,30.892
137.750,2.757,30.602
137.792,2.757,30.843
137.833,2.757,30.529
137.875,2.757,30.671
137.958,6.011,31.378
138.000,6.013,31.186
138.042,6.014,31.206
138.083,6.013,31.372
138.125,6.012,31.112
138.167,6.012,31.120
138.208,6.012,31.268
138.250,6.012,31.086
138.292,6.012,31.081
138.375,6.011,31.243
138.417,6.011,31.060
138.458,6.013,31.309
138.500,6.013,31.335
138.542,6.014,30.948
138.583,6.014,31.056
138.625,6.012,31.128
138.667,6.012,31.050
138.708,6.013,31.144
138.750,6.013,31.169
138.792,6.013,31.321
138.833,6.014,31.068
138.875,6.014,31.139
138.958,6.013,31.131
139.000,6.012,31.062
139.042,6.012,31.138
139.083,6.013,31.149
139.125,6.013,31.437
139.167,6.012,31.134
139.208,6.011,31.130
139.250,6.012,30.998
139.292,6.011,31.043
139.375,6.012,31.098
139.417,6.012,31.034
139.458,6.012,31.053
139.500,6.014,31.143
139.542,6.013,30.939
139.583,6.012,31.087
139.625,6.014,31.242
139.667,6.014,31.147
139.708,6.014,31.365
139.750,6.014,31.073
139.792,6.014,31.341
139.833,6.013,31.216
139.875,6.014,31.379
139.958,6.012,31.334
140.000,6.014,31.259
140.042,6.014,31.249
140.083,6.014,31.033
140.125,6.015,31.081
140.167,6.012,30.904
140.208,6.013,31.197
140.250,6.012,31.173
140.292,6.012,30.800
140.375,4.229,31.404
140.417,3.062,31.253
140.458,3.064,31.301
140.500,3.065,31.387
140.542,3.066,31.282
140.583,3.068,31.061
140.625,3.067,30.981
140.667,3.066,31.015
140.708,3.065,30.792
140.750,3.066,30.967
140.792,3.066,30.965
140.833,3.065,30.901
140.875,3.064,30.795
140.958,6.012,31.624
141.000,6.013,31.597
141.042,6.014,31.105
141.083,6.013,31.402
141.125,6.013,31.443
141.167,6.012,31.487
141.208,6.012,31.525
141.250,6.011,31.599
141.292,6.011,32.118
141.375,3.678,31.361
141.417,3.678,31.515
141.458,3.678,31.402
141.500,3.679,31.431
141.542,3.679,31.286
141.583,3.678,31.496
141.625,3.678,31.485
141.667,3.678,31.488
141.708,3.678,31.485
141.750,3.677,31.489
141.792,3.678,31.833
141.833,3.678,31.633
141.875,3.677,31.309
141.958,6.012,32.146
142.000,6.013,31.785
142.042,6.012,31.928
142.083,6.013,31.788
142.125,6.013,31.618
142.167,6.014,31.675
142.208,6.013,31.709
142.250,6.013,31.883
142.292,6.015,31.872
142.375,6.015,31.874
142.417,6.014,32.070
142.458,6.012,31.964
142.500,6.015,31.721
142.542,6.015,31.811
142.583,6.013,31.609
142.625,6.013,31.680
142.667,6.014,31.834
142.708,6.014,31.818
142.750,6.013,31.860
142.792,6.014,31.851
142.833,6.013,31.811
142.875,6.014,31.757
142.958,6.012,31.561
143.000,6.013,31.645
143.042,6.013,31.612
143.083,6.012,31.289
143.125,6.010,31.699
143.167,6.010,31.957
143.208,6.010,31.631
143.250,6.010,31.704
143.292,6.010,31.748
143.375,6.010,31.582
143.417,6.008,31.537
143.458,6.010,31.375
143.500,6.009,30.491
143.542,6.010,30.497
143.583,6.010,30.659
143.625,6.011,30.716
143.667,6.011,31.485
143.708,6.011,31.487
143.750,6.012,30.420
143.792,6.012,30.503
143.833,6.010,30.535
143.875,6.012,30.690
143.958,6.009,30.652
144.000,6.011,30.935
144.042,6.011,30.856
144.083,6.012,30.872
144.125,6.011,30.892
144.167,6.011,30.874
144.208,6.012,30.914
144.250,6.012,30.814
144.292,6.012,30.847
144.375,6.011,31.089
144.417,6.012,30.978
144.458,6.012,31.015
144.500,6.013,30.974
144.542,6.013,31.012
144.583,6.014,31.016
144.625,6.014,30.913
144.667,6.015,31.024
144.708,6.016,31.033
144.750,6.016,30.865
144.792,6.014,30.855
144.833,6.015,30.730
144.875,6.016,31.197
144.958,6.016,31.003
145.000,6.015,31.015
145.042,6.012,30.863
145.083,6.012,31.124
145.125,6.010,30.921
145.167,6.011,30.872
145.208,6.011,30.999
145.250,6.011,30.930
145.292,6.011,30.971
145.375,6.013,30.832
145.417,6.012,30.827
145.458,6.013,30.754
145.500,6.015,30.866
145.542,6.013,30.783
145.583,6.013,30.701
145.625,6.014,30.790
145.667,6.013,30.879
145.708,6.013,30.940
145.750,6.013,30.870
145.792,6.011,30.895
145.833,6.013,30.855
145.875,6.013,31.252
145.958,6.014,30.935
146.000,6.013,31.014
146.042,6.013,31.070
146.083,6.014,30.721
146.125,6.013,30.942
146.167,6.012,31.087
146.208,6.012,31.001
146.250,6.011,30.821
146.292,6.014,30.647
146.375,6.012,30.962
146.417,6.013,31.233
146.458,6.012,30.972
146.500,6.013,30.899
146.542,6.014,30.998
146.583,6.014,30.997
146.625,6.015,30.851
146.667,6.015,30.850
146.708,6.014,30.920
146.750,6.016,30.957
146.792,6.014,31.109
146.833,6.014,30.964
146.875,6.013,30.550
146.958,6.012,30.688
147.000,6.012,30.805
147.042,6.012,30.644
147.083,6.013,30.806
147.125,6.010,30.862
147.167,6.013,30.873
147.208,6.013,30.842
147.250,6.013,30.537
147.292,6.013,31.012
147.375,4.262,30.735
147.417,4.262,30.319
147.458,4.260,30.520
147.500,4.262,30.469
147.542,4.262,30.267
147.583,4.263,30.555
147.625,4.262,30.425
147.667,4.263,30.454
147.708,4.264,30.502
147.750,4.263,30.193
147.792,4.262,30.685
147.833,4.262,30.359
147.875,4.262,30.758
147.958,6.010,30.981
148.000,6.012,30.837
148.042,6.011,30.903
148.083,6.013,30.979
148.125,6.013,30.789
148.167,6.012,30.745
148.208,6.012,30.834
148.250,6.012,31.006
148.292,6.011,30.997
148.375,4.261,30.283
148.417,4.261,30.369
148.458,4.261,30.486
148.500,4.262,30.551
148.542,4.263,30.539
148.583,4.261,30.585
148.625,4.261,30.507
148.667,4.261,30.487
148.708,4.261,30.455
148.750,4.261,30.569
148.792,4.262,30.778
148.833,4.261,30.700
148.875,4.261,30.646
148.958,6.014,30.810
149.000,6.013,30.623
149.042,6.014,30.888
149.083,6.012,30.727
149.125,6.015,30.660
149.167,6.012,30.875
149.208,6.013,30.920
149.250,6.012,30.878
149.292,6.013,31.063
149.375,4.294,30.331
149.417,4.294,30.444
149.458,4.294,30.439
149.500,4.294,30.469
149.542,4.294,30.306
149.583,4.295,30.564
149.625,4.293,30.442
149.667,4.294,30.412
149.708,4.293,30.457
149.750,4.294,30.657
149.792,4.294,30.374
149.833,4.294,30.759
149.875,4.295,30.692
149.958,6.013,31.152
150.000,6.013,30.912
150.042,6.013,30.909
150.083,6.012,30.771
150.125,6.013,30.999
150.167,6.013,30.843
150.208,6.012,30.718
150.250,6.011,30.650
150.292,6.012,31.048
150.375,6.014,30.951
150.417,6.013,30.768
150.458,6.013,30.657
150.500,6.012,30.915
150.542,6.012,30.959
150.583,6.014,30.932
150.625,6.015,30.915
150.667,6.014,30.845
150.708,6.014,30.866
150.750,6.014,30.852
150.792,6.014,30.935
150.833,6.014,31.110
150.875,6.012,30.761
150.958,6.013,30.786
151.000,6.014,31.016
151.042,6.014,30.918
151.083,6.014,31.140
151.125,6.014,30.713
151.167,6.013,30.673
151.208,6.012,30.982
151.250,6.013,30.916
151.292,6.014,30.854
151.375,3.678,30.391
151.417,3.677,30.717
151.458,3.678,30.555
151.500,3.678,30.603
151.542,3.678,30.497
151.583,3.679,30.673
151.625,3.680,30.645
151.667,3.679,30.636
151.708,3.680,30.568
151.750,3.678,30.597
151.792,3.678,30.621
151.833,3.679,30.715
151.875,3.679,30.731
151.958,6.012,31.250
152.000,6.013,31.091
152.042,6.012,31.222
152.083,6.013,31.054
152.125,6.013,31.322
152.167,6.013,31.076
152.208,6.012,30.946
152.250,6.014,31.417
152.292,6.015,31.112
152.375,6.013,31.087
152.417,6.013,31.166
152.458,6.015,31.013
152.500,6.013,30.765
152.542,6.012,31.131
152.583,6.014,31.138
152.625,6.015,31.011
152.667,6.014,31.129
152.708,6.013,30.983
152.750,6.013,31.398
152.792,6.014,31.104
152.833,6.013,31.141
152.875,6.013,31.150
152.958,6.014,31.225
153.000,6.013,31.283
153.042,6.015,31.080
153.083,6.014,31.026
153.125,6.014,30.853
153.167,6.015,31.076
153.208,6.014,31.138
153.250,6.014,31.209
153.292,6.014,30.941
153.375,6.014,31.206
153.417,6.014,31.193
153.458,6.014,30.987
153.500,6.014,31.037
153.542,6.014,30.857
153.583,6.015,31.279
153.625,6.015,31.013
153.667,6.014,31.025
153.708,6.015,31.001
153.750,6.013,31.122
153.792,6.015,31.199
153.833,6.014,31.132
153.875,6.013,31.254
153.958,6.016,31.361
154.000,6.016,31.220
154.042,6.017,31.156
154.083,6.016,30.977
154.125,6.014,31.137
154.167,6.014,31.331
154.208,6.014,31.269
154.250,6.013,31.172
154.292,6.014,31.191
154.375,3.064,30.409
154.417,3.064,30.331
154.458,3.064,30.432
154.500,3.063,30.682
154.542,3.370,30.479
154.583,3.370,30.406
154.625,3.370,30.290
154.667,3.370,30.367
154.708,3.065,30.423
154.750,3.064,30.452
154.792,3.062,30.323
154.833,3.063,30.334
154.875,3.063,30.083
154.958,6.010,30.985
155.000,6.011,30.863
155.042,6.011,30.843
155.083,6.011,30.992
155.125,6.010,31.012
155.167,6.012,30.694
155.208,6.012,31.073
155.250,6.011,30.987
155.292,6.014,31.021
155.375,3.063,30.363
155.417,3.062,30.370
155.458,3.369,30.647
155.500,3.368,30.298
155.542,3.368,30.346
155.583,3.674,30.401
155.625,3.063,30.391
155.667,3.063,30.205
155.708,3.063,30.142
155.750,3.063,30.337
155.792,3.063,30.402
155.833,3.064,30.067
155.875,3.063,30.248
155.958,6.010,30.996
156.000,6.009,31.075
156.042,6.010,30.666
156.083,6.009,30.569
156.125,6.010,30.971
156.167,6.012,30.901
156.208,6.010,30.927
156.250,6.011,30.830
156.292,6.012,30.824
156.375,3.065,30.341
156.417,3.063,30.385
156.458,3.063,30.529
156.500,3.063,30.419
156.542,3.064,30.389
156.583,3.064,30.433
156.625,3.064,30.436
156.667,3.064,30.132
156.708,3.064,30.274
156.750,3.063,30.087
156.792,3.063,30.190
156.833,3.063,30.340
156.875,3.062,30.342
156.958,6.010,31.171
157.000,6.012,30.824
157.042,6.011,30.760
157.083,6.011,30.944
157.125,6.012,30.819
157.167,6.011,31.021
157.208,6.010,30.824
157.250,6.011,30.977
157.292,6.010,31.061
157.375,3.063,30.643
157.417,3.064,30.367
157.458,3.064,30.444
157.500,3.064,30.448
157.542,3.065,30.282
157.583,3.065,30.306
157.625,3.063,30.550
157.667,3.066,30.407
157.708,3.064,30.511
157.750,3.063,30.474
157.792,3.064,30.545
157.833,3.064,30.631
157.875,3.064,30.540
157.958,6.012,30.930
158.000,6.012,30.962
158.042,6.012,31.268
158.083,6.011,30.960
158.125,6.009,30.848
158.167,6.010,31.011
158.208,6.010,31.007
158.250,6.012,30.825
158.292,6.010,30.834
158.375,2.452,30.428
158.417,2.452,30.770
158.458,2.452,30.616
158.500,2.452,30.468
158.542,2.452,30.482
158.583,2.452,30.425
158.625,2.452,30.502
158.667,2.452,30.445
158.708,2.453,30.630
158.750,2.452,30.410
158.792,2.452,30.426
158.833,2.451,30.508
158.875,2.451,30.450
158.958,5.793,31.063
159.000,5.795,30.993
159.042,5.795,30.959
159.083,5.795,30.988
159.125,5.795,31.224
159.167,5.796,30.729
159.208,5.797,30.642
159.250,5.795,31.021
159.292,5.797,31.128
159.375,5.797,31.057
159.417,5.798,31.141
159.458,5.798,30.940
159.500,5.797,30.748
159.542,5.797,31.102
159.583,5.798,31.088
159.625,5.797,30.916
159.667,5.798,31.253
159.708,5.796,30.953
159.750,5.796,31.091
159.792,5.794,30.976
159.833,5.795,31.139
159.875,5.796,31.032
159.958,5.796,30.965
160.000,5.795,31.045
160.042,5.795,30.882
160.083,5.795,31.044
160.125,5.796,30.874
160.167,5.794,31.009
160.208,5.795,31.263
160.250,5.794,30.884
160.292,5.796,31.038
160.375,5.796,31.030
160.417,5.796,31.092
160.458,5.797,30.945
160.500,5.797,30.912
160.542,5.798,30.824
160.583,5.797,31.169
160.625,5.797,31.076
160.667,5.798,31.118
160.708,5.796,31.345
160.750,5.799,31.053
160.792,5.799,30.887
160.833,5.798,31.113
160.875,5.798,30.909
160.958,5.797,31.000
161.000,5.797,31.091
161.042,5.796,30.659
161.083,5.797,30.971
161.125,5.796,31.100
161.167,5.796,30.909
161.208,5.796,31.330
161.250,5.797,30.924
161.292,5.796,30.880
161.375,2.453,30.619
161.417,2.740,30.624
161.458,3.064,29.819
161.500,3.062,30.441
161.542,3.062,30.755
161.583,3.062,30.509
161.625,3.063,30.705
161.667,3.063,30.384
161.708,3.063,31.343
161.750,3.063,31.426
161.792,3.063,30.937
161.833,3.062,31.400
161.875,3.061,31.386
161.958,6.010,31.910
162.000,6.011,31.651
162.042,6.012,31.800
162.083,6.012,31.675
162.125,6.011,31.726
162.167,6.011,31.874
162.208,6.012,31.554
162.250,6.012,31.334
162.292,6.011,31.475
162.375,3.063,30.859
162.417,3.063,31.153
162.458,3.064,31.126
162.500,3.065,31.222
162.542,3.065,31.200
162.583,3.063,31.337
162.625,3.064,31.092
162.667,3.065,31.301
162.708,3.063,31.415
162.750,3.676,29.078
162.792,2.452,30.558
162.833,2.451,30.583
162.875,2.452,30.639
162.958,6.011,31.416
163.000,6.011,31.002
163.042,6.012,31.011
163.083,6.012,31.096
163.125,6.012,31.175