DOL,CD,TI3302A
123.875,5.488,88.307
123.958,5.490,88.385
124.000,5.490,88.382
124.042,5.490,88.359
124.083,5.489,88.331
124.125,5.490,88.310
124.167,5.491,88.309
124.208,5.491,88.316
124.250,5.489,88.294
124.292,3.065,84.215
124.375,3.065,84.929
124.417,3.066,84.965
124.458,3.065,85.018
124.500,3.065,85.041
124.542,3.065,85.085
124.583,3.066,85.106
124.625,3.064,85.074
124.667,3.064,85.082
124.708,3.063,85.088
124.750,3.064,85.091
124.792,3.064,85.108
124.833,3.065,85.137
124.875,3.064,85.039
124.958,3.064,85.095
125.000,3.064,85.130
125.042,3.065,85.158
125.083,3.062,85.159
125.125,3.063,85.226
125.167,3.064,85.268
125.208,3.065,85.205
125.250,3.063,85.275
125.292,3.065,85.322
125.375,5.491,89.013
125.417,5.490,88.761
125.458,5.492,88.764
125.500,5.491,88.777
125.542,5.491,88.760
125.583,5.493,88.763
125.625,5.492,88.748
125.667,5.491,88.755
125.708,5.491,88.776
125.750,5.491,88.739
125.792,5.489,88.815
125.833,5.491,88.701
125.875,5.491,88.704
125.958,5.491,88.749
126.000,5.489,88.787
126.042,5.491,88.749
126.083,5.489,88.762
126.125,5.490,88.800
126.167,5.489,88.840
126.208,5.490,88.866
126.250,5.490,88.833
126.292,5.490,88.854
126.375,3.064,85.414
126.417,3.064,84.723
126.458,3.064,84.574
126.500,3.064,84.631
126.542,3.064,84.639
126.583,3.063,84.709
126.625,3.062,84.696
126.667,3.064,84.719
126.708,3.063,84.701
126.750,3.063,84.745
126.792,3.063,84.557
126.833,3.062,84.644
126.875,3.062,84.708
126.958,5.487,88.500
127.000,5.488,88.725
127.042,5.489,88.795
127.083,5.489,88.802
127.125,5.489,88.805
127.167,5.489,88.812
127.208,5.490,88.837
127.250,5.489,88.793
127.292,5.491,88.787
127.375,3.064,85.270
127.417,3.065,84.759
127.458,3.065,84.606
127.500,3.064,84.581
127.542,3.064,84.551
127.583,3.064,84.614
127.625,3.064,84.664
127.667,3.065,84.661
127.708,3.064,84.638
127.750,3.064,84.662
127.792,3.063,84.680
127.833,3.063,84.898
127.875,3.065,85.064
127.958,5.486,88.610
128.000,5.488,88.852
128.042,5.489,88.901
128.083,5.490,88.909
128.125,5.489,88.888
128.167,5.488,88.874
128.208,5.489,88.794
128.250,5.488,88.846
128.292,5.490,88.829
128.375,3.064,85.856
128.417,3.064,84.891
128.458,3.064,84.676
128.500,3.064,84.550
128.542,3.064,84.541
128.583,3.064,84.539
128.625,3.065,84.558
128.667,3.063,84.749
128.708,3.065,84.685
128.750,3.065,84.670
128.792,3.065,84.711
128.833,3.064,84.702
128.875,3.064,84.700
128.958,5.491,87.941
129.000,5.490,88.143
129.042,5.491,88.123
129.083,5.491,88.242
129.125,5.490,88.233
129.167,5.490,88.157
129.208,5.490,88.189
129.250,5.491,88.156
129.292,5.490,88.116
129.375,2.759,86.852
129.417,2.759,85.564
129.458,2.759,85.389
129.500,2.760,85.338
129.542,2.759,85.303
129.583,2.759,85.305
129.625,2.760,85.343
129.667,2.759,85.264
129.708,2.759,85.276
129.750,2.759,85.397
129.792,2.759,85.401
129.833,2.758,85.426
129.875,2.758,85.460
129.958,5.490,88.799
130.000,5.489,88.812
130.042,5.490,88.820
130.083,5.490,88.825
130.125,5.490,88.900
130.167,5.489,88.884
130.208,5.489,88.887
130.250,5.490,88.838
130.292,5.491,88.865
130.375,3.065,85.435
130.417,3.066,84.817
130.458,3.065,84.694
130.500,3.064,84.624
130.542,3.065,84.653
130.583,3.064,84.707
130.625,3.064,84.710
130.667,3.064,84.730
130.708,3.064,84.704
130.750,3.062,84.610
130.792,3.062,84.696
130.833,3.061,84.740
130.875,3.062,84.710
130.958,5.489,88.866
131.000,5.490,89.012
131.042,5.489,89.033
131.083,5.488,89.088
131.125,5.488,89.163
131.167,5.487,89.197
131.208,5.488,89.077
131.250,5.488,88.967
131.292,5.490,88.953
131.375,5.491,88.981
131.417,5.490,88.948
131.458,5.490,88.950
131.500,5.489,88.916
131.542,5.489,88.910
131.583,5.489,88.909
131.625,5.490,88.842
131.667,5.487,88.612
131.708,5.488,88.662
131.750,5.486,88.734
131.792,5.486,88.814
131.833,5.487,88.945
131.875,5.487,88.899
131.958,5.488,88.901
132.000,5.487,88.911
132.042,5.487,88.886
132.083,5.488,88.936
132.125,5.487,88.948
132.167,5.487,88.956
132.208,5.488,88.932
132.250,5.486,88.936
132.292,5.487,88.895
132.375,5.487,88.943
132.417,5.487,88.933
132.458,5.489,88.958
132.500,5.488,88.969
132.542,5.489,88.944
132.583,5.488,88.910
132.625,5.490,88.847
132.667,5.489,88.844
132.708,5.491,88.902
132.750,5.491,88.900
132.792,5.489,88.923
132.833,5.490,88.927
132.875,5.492,88.963
132.958,5.489,88.943
133.000,5.490,88.936
133.042,5.490,88.930
133.083,5.490,88.926
133.125,5.488,88.904
133.167,5.489,88.917
133.208,5.491,88.890
133.250,5.489,88.894
133.292,5.489,88.874
133.375,3.065,86.048
133.417,3.062,85.574
133.458,3.064,85.501
133.500,3.064,85.514
133.542,3.065,85.498
133.583,3.065,85.518
133.625,3.064,85.503
133.667,3.064,85.486
133.708,3.063,85.477
133.750,3.062,85.499
133.792,3.062,85.512
133.833,3.062,85.619
133.875,3.062,86.292
133.958,6.009,90.104
134.000,6.010,89.971
134.042,6.013,89.994
134.083,6.012,89.846
134.125,6.011,89.793
134.167,6.009,89.827
134.208,6.010,89.819
134.250,6.011,89.774
134.292,6.012,89.808
134.375,3.062,86.208
134.417,3.063,85.575
134.458,3.063,85.457
134.500,3.065,85.491
134.542,3.065,85.567
134.583,3.064,85.537
134.625,3.065,85.503
134.667,3.065,85.725
134.708,3.064,85.610
134.750,3.065,85.593
134.792,3.064,85.743
134.833,3.063,86.022
134.875,3.063,86.123
134.958,6.009,90.289
135.000,6.009,89.801
135.042,6.009,89.756
135.083,6.009,89.767
135.125,6.008,89.845
135.167,6.010,89.920
135.208,6.010,89.948
135.250,6.009,89.940
135.292,6.009,89.914
135.375,6.011,89.856
135.417,6.010,89.772
135.458,6.011,89.843
135.500,6.013,89.852
135.542,6.013,89.871
135.583,6.013,89.865
135.625,6.014,89.886
135.667,6.015,89.800
135.708,6.013,89.799
135.750,6.011,89.821
135.792,6.012,90.030
135.833,6.012,89.761
135.875,6.011,89.792
135.958,6.013,89.781
136.000,6.011,89.776
136.042,6.012,89.761
136.083,6.011,89.769
136.125,6.011,89.725
136.167,6.011,89.729
136.208,6.011,89.730
136.250,6.011,89.738
136.292,6.011,89.708
136.375,6.011,89.634
136.417,6.012,89.659
136.458,6.013,89.781
136.500,6.014,89.884
136.542,6.015,89.848
136.583,6.017,89.797
136.625,6.017,89.711
136.667,6.015,89.619
136.708,6.013,89.627
136.750,6.013,89.625
136.792,6.013,89.623
136.833,6.012,89.688
136.875,6.010,89.653
136.958,6.013,89.676
137.000,6.013,89.745
137.042,6.012,89.725
137.083,6.012,89.689
137.125,6.012,89.672
137.167,6.012,89.660
137.208,6.012,89.654
137.250,6.010,89.697
137.292,6.011,89.688
137.375,6.012,89.689
137.417,2.758,85.827
137.458,2.758,84.882
137.500,2.758,84.660
137.542,2.758,84.629
137.583,2.758,84.649
137.625,2.758,84.653
137.667,2.758,84.681
137.708,2.758,84.672
137.750,2.757,84.690
137.792,2.757,84.667
137.833,2.757,84.708
137.875,2.757,84.707
137.958,6.011,89.253
138.000,6.013,89.937
138.042,6.014,90.023
138.083,6.013,89.994
138.125,6.012,90.036
138.167,6.012,90.008
138.208,6.012,89.965
138.250,6.012,89.962
138.292,6.012,89.916
138.375,6.011,89.954
138.417,6.011,89.941
138.458,6.013,89.918
138.500,6.013,89.911
138.542,6.014,89.876
138.583,6.014,89.891
138.625,6.012,89.897
138.667,6.012,89.908
138.708,6.013,89.919
138.750,6.013,89.913
138.792,6.013,89.909
138.833,6.014,89.924
138.875,6.014,89.878
138.958,6.013,89.901
139.000,6.012,89.927
139.042,6.012,89.923
139.083,6.013,89.900
139.125,6.013,89.895
139.167,6.012,89.863
139.208,6.011,89.921
139.250,6.012,89.937
139.292,6.011,89.961
139.375,6.012,89.959
139.417,6.012,89.942
139.458,6.012,89.964
139.500,6.014,89.952
139.542,6.013,89.927
139.583,6.012,89.980
139.625,6.014,89.919
139.667,6.014,89.925
139.708,6.014,89.954
139.750,6.014,89.935
139.792,6.014,89.972
139.833,6.013,89.948
139.875,6.014,89.965
139.958,6.012,89.960
140.000,6.014,89.984
140.042,6.014,89.964
140.083,6.014,89.934
140.125,6.015,89.940
140.167,6.012,89.902
140.208,6.013,89.891
140.250,6.012,89.953
140.292,6.012,89.918
140.375,4.229,89.236
140.417,3.062,86.805
140.458,3.064,86.659
140.500,3.065,86.868
140.542,3.066,86.859
140.583,3.068,86.990
140.625,3.067,87.029
140.667,3.066,86.921
140.708,3.065,87.012
140.750,3.066,86.911
140.792,3.066,86.976
140.833,3.065,86.939
140.875,3.064,86.932
140.958,6.012,90.215
141.000,6.013,90.001
141.042,6.014,90.091
141.083,6.013,90.061
141.125,6.013,90.082
141.167,6.012,90.060
141.208,6.012,90.020
141.250,6.011,90.011
141.292,6.011,89.974
141.375,3.678,86.261
141.417,3.678,85.458
141.458,3.678,85.449
141.500,3.679,85.464
141.542,3.679,85.673
141.583,3.678,85.696
141.625,3.678,85.761
141.667,3.678,85.825
141.708,3.678,85.855
141.750,3.677,85.810
141.792,3.678,85.848
141.833,3.678,85.972
141.875,3.677,85.981
141.958,6.012,89.823
142.000,6.013,89.905
142.042,6.012,89.929
142.083,6.013,89.898
142.125,6.013,89.947
142.167,6.014,89.893
142.208,6.013,89.834
142.250,6.013,89.857
142.292,6.015,89.950
142.375,6.015,89.872
142.417,6.014,89.893
142.458,6.012,89.871
142.500,6.015,89.796
142.542,6.015,89.699
142.583,6.013,89.676
142.625,6.013,89.683
142.667,6.014,89.715
142.708,6.014,89.750
142.750,6.013,89.709
142.792,6.014,89.795
142.833,6.013,89.847
142.875,6.014,89.823
142.958,6.012,89.741
143.000,6.013,89.741
143.042,6.013,89.746
143.083,6.012,89.471
143.125,6.010,89.499
143.167,6.010,89.555
143.208,6.010,89.659
143.250,6.010,89.795
143.292,6.010,89.848
143.375,6.010,89.508
143.417,6.008,89.537
143.458,6.010,89.261
143.500,6.009,88.057
143.542,6.010,87.796
143.583,6.010,88.048
143.625,6.011,88.451
143.667,6.011,88.455
143.708,6.011,87.677
143.750,6.012,88.066
143.792,6.012,89.032
143.833,6.010,89.090
143.875,6.012,89.097
143.958,6.009,88.968
144.000,6.011,89.022
144.042,6.011,89.059
144.083,6.012,89.068
144.125,6.011,89.081
144.167,6.011,89.128
144.208,6.012,89.119
144.250,6.012,89.113
144.292,6.012,89.101
144.375,6.011,89.106
144.417,6.012,89.170
144.458,6.012,89.191
144.500,6.013,89.608
144.542,6.013,89.631
144.583,6.014,89.596
144.625,6.014,89.543
144.667,6.015,89.502
144.708,6.016,89.524
144.750,6.016,89.517
144.792,6.014,89.532
144.833,6.015,89.538
144.875,6.016,89.536
144.958,6.016,89.529
145.000,6.015,89.572
145.042,6.012,89.472
145.083,6.012,89.377
145.125,6.010,89.502
145.167,6.011,89.509
145.208,6.011,89.557
145.250,6.011,89.506
145.292,6.011,89.551
145.375,6.013,89.628
145.417,6.012,89.659
145.458,6.013,89.671
145.500,6.015,89.648
145.542,6.013,89.656
145.583,6.013,89.657
145.625,6.014,89.604
145.667,6.013,89.565
145.708,6.013,89.585
145.750,6.013,89.573
145.792,6.011,89.599
145.833,6.013,89.666
145.875,6.013,89.664
145.958,6.014,89.630
146.000,6.013,89.659
146.042,6.013,89.670
146.083,6.014,89.686
146.125,6.013,89.648
146.167,6.012,89.635
146.208,6.012,89.661
146.250,6.011,89.654
146.292,6.014,89.621
146.375,6.012,89.669
146.417,6.013,89.694
146.458,6.012,89.682
146.500,6.013,89.658
146.542,6.014,89.699
146.583,6.014,89.657
146.625,6.015,89.634
146.667,6.015,89.621
146.708,6.014,89.584
146.750,6.016,89.594
146.792,6.014,89.637
146.833,6.014,89.636
146.875,6.013,89.585
146.958,6.012,89.704
147.000,6.012,89.681
147.042,6.012,89.676
147.083,6.013,89.685
147.125,6.010,89.671
147.167,6.013,89.671
147.208,6.013,89.641
147.250,6.013,89.582
147.292,6.013,89.485
147.375,4.262,86.525
147.417,4.262,86.668
147.458,4.260,86.652
147.500,4.262,86.738
147.542,4.262,86.793
147.583,4.263,86.792
147.625,4.262,86.733
147.667,4.263,86.763
147.708,4.264,86.805
147.750,4.263,86.838
147.792,4.262,86.945
147.833,4.262,86.941
147.875,4.262,86.944
147.958,6.010,89.760
148.000,6.012,89.790
148.042,6.011,89.812
148.083,6.013,89.792
148.125,6.013,89.768
148.167,6.012,89.808
148.208,6.012,89.842
148.250,6.012,89.848
148.292,6.011,89.848
148.375,4.261,87.222
148.417,4.261,87.072
148.458,4.261,87.086
148.500,4.262,87.155
148.542,4.263,87.138
148.583,4.261,87.105
148.625,4.261,87.112
148.667,4.261,87.137
148.708,4.261,87.115
148.750,4.261,87.094
148.792,4.262,87.128
148.833,4.261,87.158
148.875,4.261,87.171
148.958,6.014,89.546
149.000,6.013,89.579
149.042,6.014,89.653
149.083,6.012,89.725
149.125,6.015,89.731
149.167,6.012,89.596
149.208,6.013,89.542
149.250,6.012,89.573
149.292,6.013,89.537
149.375,4.294,86.602
149.417,4.294,86.384
149.458,4.294,86.391
149.500,4.294,86.381
149.542,4.294,86.449
149.583,4.295,86.473
149.625,4.293,86.450
149.667,4.294,86.484
149.708,4.293,86.478
149.750,4.294,86.512
149.792,4.294,86.495
149.833,4.294,86.466
149.875,4.295,86.441
149.958,6.013,89.477
150.000,6.013,89.646
150.042,6.013,89.634
150.083,6.012,89.584
150.125,6.013,89.536
150.167,6.013,89.556
150.208,6.012,89.578
150.250,6.011,89.565
150.292,6.012,89.604
150.375,6.014,89.615
150.417,6.013,89.608
150.458,6.013,89.608
150.500,6.012,89.646
150.542,6.012,89.693
150.583,6.014,89.683
150.625,6.015,89.635
150.667,6.014,89.559
150.708,6.014,89.542
150.750,6.014,89.488
150.792,6.014,89.526
150.833,6.014,89.601
150.875,6.012,89.595
150.958,6.013,89.583
151.000,6.014,89.558
151.042,6.014,89.552
151.083,6.014,89.538
151.125,6.014,89.528
151.167,6.013,89.514
151.208,6.012,89.500
151.250,6.013,89.524
151.292,6.014,89.719
151.375,3.678,86.879
151.417,3.677,86.598
151.458,3.678,86.599
151.500,3.678,86.617
151.542,3.678,86.635
151.583,3.679,86.636
151.625,3.680,86.658
151.667,3.679,86.592
151.708,3.680,86.621
151.750,3.678,86.612
151.792,3.678,86.614
151.833,3.679,86.634
151.875,3.679,86.655
151.958,6.012,89.607
152.000,6.013,89.728
152.042,6.012,89.731
152.083,6.013,89.740
152.125,6.013,89.743
152.167,6.013,89.782
152.208,6.012,89.776
152.250,6.014,89.779
152.292,6.015,89.739
152.375,6.013,89.721
152.417,6.013,89.705
152.458,6.015,89.728
152.500,6.013,89.719
152.542,6.012,89.730
152.583,6.014,89.744
152.625,6.015,89.745
152.667,6.014,89.726
152.708,6.013,89.672
152.750,6.013,89.712
152.792,6.014,89.765
152.833,6.013,89.793
152.875,6.013,89.754
152.958,6.014,89.756
153.000,6.013,89.753
153.042,6.015,89.702
153.083,6.014,89.644
153.125,6.014,89.629
153.167,6.015,89.679
153.208,6.014,89.680
153.250,6.014,89.645
153.292,6.014,89.674
153.375,6.014,89.596
153.417,6.014,89.630
153.458,6.014,89.655
153.500,6.014,89.669
153.542,6.014,89.678
153.583,6.015,89.701
153.625,6.015,89.640
153.667,6.014,89.640
153.708,6.015,89.647
153.750,6.013,89.662
153.792,6.015,89.675
153.833,6.014,89.681
153.875,6.013,89.712
153.958,6.016,89.710
154.000,6.016,89.663
154.042,6.017,89.680
154.083,6.016,89.670
154.125,6.014,89.639
154.167,6.014,89.661
154.208,6.014,89.649
154.250,6.013,89.644
154.292,6.014,89.681
154.375,3.064,85.046
154.417,3.064,84.703
154.458,3.064,84.718
154.500,3.063,84.625
154.542,3.370,85.295
154.583,3.370,85.912
154.625,3.370,86.002
154.667,3.370,85.989
154.708,3.065,85.001
154.750,3.064,84.915
154.792,3.062,84.813
154.833,3.063,84.919
154.875,3.063,84.905
154.958,6.010,89.463
155.000,6.011,89.837
155.042,6.011,89.883
155.083,6.011,89.871
155.125,6.010,89.855
155.167,6.012,89.815
155.208,6.012,89.755
155.250,6.011,89.709
155.292,6.014,89.583
155.375,3.063,85.676
155.417,3.062,85.387
155.458,3.369,85.383
155.500,3.368,85.900
155.542,3.368,86.058
155.583,3.674,86.878
155.625,3.063,86.414
155.667,3.063,85.904
155.708,3.063,85.714
155.750,3.063,85.663
155.792,3.063,85.628
155.833,3.064,85.614
155.875,3.063,85.575
155.958,6.010,89.575
156.000,6.009,89.800
156.042,6.010,89.776
156.083,6.009,89.801
156.125,6.010,89.845
156.167,6.012,89.757
156.208,6.010,89.755
156.250,6.011,89.788
156.292,6.012,89.763
156.375,3.065,85.805
156.417,3.063,85.639
156.458,3.063,85.650
156.500,3.063,85.654
156.542,3.064,85.727
156.583,3.064,85.753
156.625,3.064,85.759
156.667,3.064,85.796
156.708,3.064,85.759
156.750,3.063,85.701
156.792,3.063,85.675
156.833,3.063,85.833
156.875,3.062,85.914
156.958,6.010,89.827
157.000,6.012,89.901
157.042,6.011,89.877
157.083,6.011,89.920
157.125,6.012,89.928
157.167,6.011,89.941
157.208,6.010,89.916
157.250,6.011,89.866
157.292,6.010,89.804
157.375,3.063,85.924
157.417,3.064,85.697
157.458,3.064,85.665
157.500,3.064,85.679
157.542,3.065,85.745
157.583,3.065,85.769
157.625,3.063,85.811
157.667,3.066,85.762
157.708,3.064,85.804
157.750,3.063,85.859
157.792,3.064,85.838
157.833,3.064,85.839
157.875,3.064,85.844
157.958,6.012,90.139
158.000,6.012,89.892
158.042,6.012,89.920
158.083,6.011,89.919
158.125,6.009,89.886
158.167,6.010,89.852
158.208,6.010,89.851
158.250,6.012,89.842
158.292,6.010,89.786
158.375,2.452,85.967
158.417,2.452,85.477
158.458,2.452,85.128
158.500,2.452,85.075
158.542,2.452,85.124
158.583,2.452,85.157
158.625,2.452,85.136
158.667,2.452,85.403
158.708,2.453,85.316
158.750,2.452,85.235
158.792,2.452,85.188
158.833,2.451,85.167
158.875,2.451,85.084
158.958,5.793,89.879
159.000,5.795,89.676
159.042,5.795,89.617
159.083,5.795,89.592
159.125,5.795,89.596
159.167,5.796,89.570
159.208,5.797,89.548
159.250,5.795,89.549
159.292,5.797,89.542
159.375,5.797,89.521
159.417,5.798,89.526
159.458,5.798,89.515
159.500,5.797,89.557
159.542,5.797,89.570
159.583,5.798,89.564
159.625,5.797,89.561
159.667,5.798,89.523
159.708,5.796,89.345
159.750,5.796,89.480
159.792,5.794,89.536
159.833,5.795,89.581
159.875,5.796,89.522
159.958,5.796,89.522
160.000,5.795,89.554
160.042,5.795,89.532
160.083,5.795,89.542
160.125,5.796,89.539
160.167,5.794,89.515
160.208,5.795,89.525
160.250,5.794,89.520
160.292,5.796,89.521
160.375,5.796,89.530
160.417,5.796,89.524
160.458,5.797,89.563
160.500,5.797,89.540
160.542,5.798,89.562
160.583,5.797,89.527
160.625,5.797,89.540
160.667,5.798,89.526
160.708,5.796,89.551
160.750,5.799,89.527
160.792,5.799,89.495
160.833,5.798,89.506
160.875,5.798,89.517
160.958,5.797,89.526
161.000,5.797,89.515
161.042,5.796,89.472
161.083,5.797,89.581
161.125,5.796,89.569
161.167,5.796,89.584
161.208,5.796,89.573
161.250,5.797,89.569
161.292,5.796,89.590
161.375,2.453,85.748
161.417,2.740,84.984
161.458,3.064,86.890
161.500,3.062,86.341
161.542,3.062,86.503
161.583,3.062,86.642
161.625,3.063,86.585
161.667,3.063,86.732
161.708,3.063,86.855
161.750,3.063,86.924
161.792,3.063,86.692
161.833,3.062,86.862
161.875,3.061,87.035
161.958,6.010,89.295
162.000,6.011,89.250
162.042,6.012,89.299
162.083,6.012,89.258
162.125,6.011,89.267
162.167,6.011,89.288
162.208,6.012,89.337
162.250,6.012,89.315
162.292,6.011,88.962
162.375,3.063,85.880
162.417,3.063,86.035
162.458,3.064,86.073
162.500,3.065,86.089
162.542,3.065,86.045
162.583,3.063,86.053
162.625,3.064,86.094
162.667,3.065,86.127
162.708,3.063,86.052
162.750,3.676,86.702
162.792,2.452,84.899
162.833,2.451,84.155
162.875,2.452,84.032
162.958,6.011,88.783
163.000,6.011,89.198
163.042,6.012,89.257
163.083,6.012,89.328
163.125,6.012,89.259