CD,FI3312A,TI3302A
5.492,26.571,88.370
5.492,26.644,88.342
5.493,26.664,88.380
5.492,26.688,88.418
5.490,26.658,88.401
5.491,26.644,88.433
5.490,26.534,88.405
5.489,26.533,88.511
5.490,26.626,88.488
5.489,26.470,88.472
5.488,26.528,88.416
5.490,26.429,88.433
5.491,26.305,88.438
5.490,26.509,88.447
5.490,26.624,88.460
5.490,26.546,88.486
5.490,26.724,88.409
5.490,26.657,88.363
5.491,26.642,88.372
5.493,26.428,88.405
5.491,26.677,88.352
5.493,26.627,88.198
5.492,26.848,88.147
5.491,26.596,88.201
5.490,26.785,88.211
5.489,26.412,88.156
5.488,26.545,88.252
5.488,26.493,88.307
5.490,26.878,88.385
5.490,26.660,88.382
5.490,26.605,88.359
5.489,26.744,88.331
5.490,26.501,88.310
5.491,26.425,88.309
5.491,26.618,88.316
5.489,26.514,88.294
3.065,15.415,84.215
3.065,15.155,84.929
3.066,15.154,84.965
3.065,15.159,85.018
3.065,15.155,85.041
3.065,15.146,85.085
3.066,15.135,85.106
3.064,15.128,85.074
3.064,15.112,85.082
3.063,15.119,85.088
3.064,15.108,85.091
3.064,15.078,85.108
3.065,15.107,85.137
3.064,15.068,85.039
3.064,15.080,85.095
3.064,15.075,85.130
3.065,15.056,85.158
3.062,15.015,85.159
3.063,14.990,85.226
3.064,14.966,85.268
3.065,14.960,85.205
3.063,14.950,85.275
3.065,14.930,85.322
5.491,27.377,89.013
5.490,27.144,88.761
5.492,27.068,88.764
5.491,27.049,88.777
5.491,27.070,88.760
5.493,26.950,88.763
5.492,26.877,88.748
5.491,27.219,88.755
5.491,27.200,88.776
5.491,27.211,88.739
5.489,27.058,88.815
5.491,27.004,88.701
5.491,27.030,88.704
5.491,27.040,88.749
5.489,27.003,88.787
5.491,27.016,88.749
5.489,27.050,88.762
5.490,27.000,88.800
5.489,26.973,88.840
5.490,26.867,88.866
5.490,27.075,88.833
5.490,27.057,88.854
3.064,15.472,85.414
3.064,15.460,84.723
3.064,15.436,84.574
3.064,15.454,84.631
3.064,15.445,84.639
3.063,15.464,84.709
3.062,15.435,84.696
3.064,15.437,84.719
3.063,15.411,84.701
3.063,15.410,84.745
3.063,15.393,84.557
3.062,15.375,84.644
3.062,15.384,84.708
5.487,27.186,88.500
5.488,27.118,88.725
5.489,27.113,88.795
5.489,27.062,88.802
5.489,27.095,88.805
5.489,27.198,88.812
5.490,27.167,88.837
5.489,27.169,88.793
5.491,27.227,88.787
3.064,15.749,85.270
3.065,15.749,84.759
3.065,15.751,84.606
3.064,15.698,84.581
3.064,15.749,84.551
3.064,15.761,84.614
3.064,15.771,84.664
3.065,15.782,84.661
3.064,15.764,84.638
3.064,15.761,84.662
3.063,15.746,84.680
3.063,15.747,84.898
3.065,15.757,85.064
5.486,27.327,88.610
5.488,27.369,88.852
5.489,27.280,88.901
5.490,27.271,88.909
5.489,27.406,88.888
5.488,27.375,88.874
5.489,27.325,88.794
5.488,27.308,88.846
5.490,27.444,88.829
3.064,15.573,85.856
3.064,15.556,84.891
3.064,15.566,84.676
3.064,15.503,84.550
3.064,15.455,84.541
3.064,15.476,84.539
3.065,15.436,84.558
3.063,15.593,84.749
3.065,15.549,84.685
3.065,15.483,84.670
3.065,15.481,84.711
3.064,15.497,84.702
3.064,15.455,84.700
5.491,27.522,87.941
5.490,27.593,88.143
5.491,26.992,88.123
5.491,27.360,88.242
5.490,27.192,88.233
5.490,27.597,88.157
5.490,27.509,88.189
5.491,27.511,88.156
5.490,27.571,88.116
2.759,15.040,86.852
2.759,14.968,85.564
2.759,14.967,85.389
2.760,14.960,85.338
2.759,14.863,85.303
2.759,14.931,85.305
2.760,14.929,85.343
2.759,14.970,85.264
2.759,14.939,85.276
2.759,14.991,85.397
2.759,14.984,85.401
2.758,14.942,85.426
2.758,14.965,85.460
5.490,27.674,88.799
5.489,27.601,88.812
5.490,27.583,88.820
5.490,27.566,88.825
5.490,27.741,88.900
5.489,27.616,88.884
5.489,27.697,88.887
5.490,27.572,88.838
5.491,27.736,88.865
3.065,15.960,85.435
3.066,15.925,84.817
3.065,15.938,84.694
3.064,15.938,84.624
3.065,15.943,84.653
3.064,15.962,84.707
3.064,15.942,84.710
3.064,15.996,84.730
3.064,15.946,84.704
3.062,15.683,84.610
3.062,15.676,84.696
3.061,15.890,84.740
3.062,15.863,84.710
5.489,26.726,88.866
5.490,26.659,89.012
5.489,26.645,89.033
5.488,26.898,89.088
5.488,26.857,89.163
5.487,26.757,89.197
5.488,26.888,89.077
5.488,26.876,88.967
5.490,26.675,88.953
5.491,26.973,88.981
5.490,26.837,88.948
5.490,26.885,88.950
5.489,26.881,88.916
5.489,26.902,88.910
5.489,27.080,88.909
5.490,27.029,88.842
5.487,26.496,88.612
5.488,26.897,88.662
5.486,26.957,88.734
5.486,27.008,88.814
5.487,26.760,88.945
5.487,26.976,88.899
5.488,26.964,88.901
5.487,26.892,88.911
5.487,27.007,88.886
5.488,26.386,88.936
5.487,26.920,88.948
5.487,26.949,88.956
5.488,26.947,88.932
5.486,26.899,88.936
5.487,27.026,88.895
5.487,26.881,88.943
5.487,26.864,88.933
5.489,26.895,88.958
5.488,26.603,88.969
5.489,26.848,88.944
5.488,26.924,88.910
5.490,26.938,88.847
5.489,26.904,88.844
5.491,26.811,88.902
5.491,26.855,88.900
5.489,26.885,88.923
5.490,26.921,88.927
5.492,26.896,88.963
5.489,26.641,88.943
5.490,26.926,88.936
5.490,26.488,88.930
5.490,26.919,88.926
5.488,26.232,88.904
5.489,26.888,88.917
5.491,26.906,88.890
5.489,26.559,88.894
5.489,26.825,88.874
3.065,15.470,86.048
3.062,15.458,85.574
3.064,15.538,85.501
3.064,15.539,85.514
3.065,15.522,85.498
3.065,15.516,85.518
3.064,15.480,85.503
3.064,15.496,85.486
3.063,15.001,85.477
3.062,15.278,85.499
3.062,15.366,85.512
3.062,15.297,85.619
3.062,15.553,86.292
6.009,30.084,90.104
6.010,29.824,89.971
6.013,29.978,89.994
6.012,30.166,89.846
6.011,30.088,89.793
6.009,29.960,89.827
6.010,29.914,89.819
6.011,30.167,89.774
6.012,30.038,89.808
3.062,15.219,86.208
3.063,15.136,85.575
3.063,14.975,85.457
3.065,15.249,85.491
3.065,15.244,85.567
3.064,15.246,85.537
3.065,15.215,85.503
3.065,15.271,85.725
3.064,15.207,85.610
3.065,15.207,85.593
3.064,15.102,85.743
3.063,15.062,86.022
3.063,15.032,86.123
6.009,29.997,90.289
6.009,29.896,89.801
6.009,29.947,89.756
6.009,29.734,89.767
6.008,29.813,89.845
6.010,29.935,89.920
6.010,29.866,89.948
6.009,29.805,89.940
6.009,29.679,89.914
6.011,29.374,89.856
6.010,29.657,89.772
6.011,29.788,89.843
6.013,29.548,89.852
6.013,29.685,89.871
6.013,29.543,89.865
6.014,29.644,89.886
6.015,29.780,89.800
6.013,29.696,89.799
6.011,29.688,89.821
6.012,29.786,90.030
6.012,29.673,89.761
6.011,29.689,89.792
6.013,29.795,89.781
6.011,29.811,89.776
6.012,29.812,89.761
6.011,29.606,89.769
6.011,29.813,89.725
6.011,29.794,89.729
6.011,29.848,89.730
6.011,29.801,89.738
6.011,29.660,89.708
6.011,29.446,89.634
6.012,29.721,89.659
6.013,29.743,89.781
6.014,29.758,89.884
6.015,29.791,89.848
6.017,29.854,89.797
6.017,29.784,89.711
6.015,29.432,89.619
6.013,29.813,89.627
6.013,29.796,89.625
6.013,29.662,89.623
6.012,29.790,89.688
6.010,30.064,89.653
6.013,29.913,89.676
6.013,29.748,89.745
6.012,29.760,89.725
6.012,29.716,89.689
6.012,29.821,89.672
6.012,29.624,89.660
6.012,29.716,89.654
6.010,29.670,89.697
6.011,29.854,89.688
6.012,29.785,89.689
2.758,14.529,85.827
2.758,14.627,84.882
2.758,14.664,84.660
2.758,14.659,84.629
2.758,14.664,84.649
2.758,14.660,84.653
2.758,14.691,84.681
2.758,14.652,84.672
2.757,14.684,84.690
2.757,14.637,84.667
2.757,14.675,84.708
2.757,14.661,84.707
6.011,29.305,89.253
6.013,29.043,89.937
6.014,29.214,90.023
6.013,29.314,89.994
6.012,29.294,90.036
6.012,29.454,90.008
6.012,29.334,89.965
6.012,29.243,89.962
6.012,29.053,89.916
6.011,28.909,89.954
6.011,28.934,89.941
6.013,29.344,89.918
6.013,29.104,89.911
6.014,29.203,89.876
6.014,29.289,89.891
6.012,29.060,89.897
6.012,29.127,89.908
6.013,29.102,89.919
6.013,29.128,89.913
6.013,29.153,89.909
6.014,29.130,89.924
6.014,29.044,89.878
6.013,29.162,89.901
6.012,29.286,89.927
6.012,29.169,89.923
6.013,29.085,89.900
6.013,29.435,89.895
6.012,29.092,89.863
6.011,29.161,89.921
6.012,29.112,89.937
6.011,29.101,89.961
6.012,29.233,89.959
6.012,29.005,89.942
6.012,29.373,89.964
6.014,28.775,89.952
6.013,28.921,89.927
6.012,29.090,89.980
6.014,28.823,89.919
6.014,29.215,89.925
6.014,29.035,89.954
6.014,29.459,89.935
6.014,29.306,89.972
6.013,29.400,89.948
6.014,29.024,89.965
6.012,29.288,89.960
6.014,29.251,89.984
6.014,29.025,89.964
6.014,29.401,89.934
6.015,29.157,89.940
6.012,29.290,89.902
6.013,29.155,89.891
6.012,29.285,89.953
6.012,29.301,89.918
4.229,24.300,89.236
3.062,15.041,86.805
3.064,15.109,86.659
3.065,15.109,86.868
3.066,15.092,86.859
3.068,15.079,86.990
3.067,15.064,87.029
3.066,14.964,86.921
3.065,14.988,87.012
3.066,14.865,86.911
3.066,14.901,86.976
3.065,14.835,86.939
3.064,14.823,86.932
6.012,28.933,90.215
6.013,28.824,90.001
6.014,28.902,90.091
6.013,29.069,90.061
6.013,28.513,90.082
6.012,29.063,90.060
6.012,29.087,90.020
6.011,28.695,90.011
6.011,29.116,89.974
3.678,18.459,86.261
3.678,18.481,85.458
3.678,18.457,85.449
3.679,18.437,85.464
3.679,18.440,85.673
3.678,18.437,85.696
3.678,18.446,85.761
3.678,18.420,85.825
3.678,18.375,85.855
3.677,18.405,85.810
3.678,18.428,85.848
3.678,18.454,85.972
3.677,18.395,85.981
6.012,29.635,89.823
6.013,29.356,89.905
6.012,29.531,89.929
6.013,29.535,89.898
6.013,29.497,89.947
6.014,29.470,89.893
6.013,29.670,89.834
6.013,29.563,89.857
6.015,29.577,89.950
6.015,29.575,89.872
6.014,29.693,89.893
6.012,29.628,89.871
6.015,29.576,89.796
6.015,29.630,89.699
6.013,29.423,89.676
6.013,29.754,89.683
6.014,29.771,89.715
6.014,29.667,89.750
6.013,29.633,89.709
6.014,29.899,89.795
6.013,29.761,89.847
6.014,29.575,89.823
6.012,29.679,89.741
6.013,29.696,89.741
6.013,29.712,89.746
6.012,29.467,89.471
6.010,29.234,89.499
6.010,29.586,89.555
6.010,29.753,89.659
6.010,29.423,89.795
6.010,29.801,89.848
6.010,29.689,89.508
6.008,29.705,89.537
6.010,29.474,89.261
6.009,29.347,88.057
6.010,29.552,87.796
6.010,29.386,88.048
6.011,29.670,88.451
6.011,29.595,88.455
6.011,29.934,87.677
6.012,29.224,88.066
6.012,29.357,89.032
6.010,29.456,89.090
6.012,29.511,89.097
6.009,29.578,88.968
6.011,29.546,89.022
6.011,30.099,89.059
6.012,29.509,89.068
6.011,29.943,89.081
6.011,29.656,89.128
6.012,29.456,89.119
6.012,29.936,89.113
6.012,29.583,89.101
6.011,30.218,89.106
6.012,29.588,89.170
6.012,29.804,89.191
6.013,30.322,89.608
6.013,29.698,89.631
6.014,29.609,89.596
6.014,30.267,89.543
6.015,29.670,89.502
6.016,29.619,89.524
6.016,30.283,89.517
6.014,30.082,89.532
6.015,29.687,89.538
6.016,29.664,89.536
6.016,29.547,89.529
6.015,29.720,89.572
6.012,29.680,89.472
6.012,30.037,89.377
6.010,29.703,89.502
6.011,29.685,89.509
6.011,29.995,89.557
6.011,29.962,89.506
6.011,30.010,89.551
6.013,29.779,89.628
6.012,30.018,89.659
6.013,29.764,89.671
6.015,29.742,89.648
6.013,29.821,89.656
6.013,29.466,89.657
6.014,29.637,89.604
6.013,29.656,89.565
6.013,29.562,89.585
6.013,29.675,89.573
6.011,29.916,89.599
6.013,29.237,89.666
6.013,29.606,89.664
6.014,29.964,89.630
6.013,30.018,89.659
6.013,29.753,89.670
6.014,29.710,89.686
6.013,29.627,89.648
6.012,29.843,89.635
6.012,29.972,89.661
6.011,29.820,89.654
6.014,30.295,89.621
6.012,29.732,89.669
6.013,29.663,89.694
6.012,29.572,89.682
6.013,29.769,89.658
6.014,29.719,89.699
6.014,29.706,89.657
6.015,29.744,89.634
6.015,29.876,89.621
6.014,29.797,89.584
6.016,29.762,89.594
6.014,29.813,89.637
6.014,29.659,89.636
6.013,29.856,89.585
6.012,29.665,89.704
6.012,30.162,89.681
6.012,29.768,89.676
6.013,29.952,89.685
6.010,29.539,89.671
6.013,29.724,89.671
6.013,29.766,89.641
6.013,29.562,89.582
6.013,29.866,89.485
4.262,21.637,86.525
4.262,21.798,86.668
4.260,21.779,86.652
4.262,21.694,86.738
4.262,21.793,86.793
4.263,21.855,86.792
4.262,21.791,86.733
4.263,21.838,86.763
4.264,21.816,86.805
4.263,21.859,86.838
4.262,21.856,86.945
4.262,21.796,86.941
4.262,21.881,86.944
6.010,28.961,89.760
6.012,28.780,89.790
6.011,29.258,89.812
6.013,29.092,89.792
6.013,29.009,89.768
6.012,28.816,89.808
6.012,28.915,89.842
6.012,28.994,89.848
6.011,29.272,89.848
4.261,20.986,87.222
4.261,20.991,87.072
4.261,20.858,87.086
4.262,20.966,87.155
4.263,20.872,87.138
4.261,20.930,87.105
4.261,20.931,87.112
4.261,20.951,87.137
4.261,20.956,87.115
4.261,20.946,87.094
4.262,20.969,87.128
4.261,20.836,87.158
4.261,20.834,87.171
6.014,28.610,89.546
6.013,28.607,89.579
6.014,28.830,89.653
6.012,28.764,89.725
6.015,28.677,89.731
6.012,28.765,89.596
6.013,28.672,89.542
6.012,29.102,89.573
6.013,28.674,89.537
4.294,21.468,86.602
4.294,21.412,86.384
4.294,21.315,86.391
4.294,21.204,86.381
4.294,21.301,86.449
4.295,21.409,86.473
4.293,21.461,86.450
4.294,21.321,86.484
4.293,21.316,86.478
4.294,21.210,86.512
4.294,21.282,86.495
4.294,21.322,86.466
4.295,21.447,86.441
6.013,28.607,89.477
6.013,28.789,89.646
6.013,28.775,89.634
6.012,28.551,89.584
6.013,28.689,89.536
6.013,28.714,89.556
6.012,28.782,89.578
6.011,28.701,89.565
6.012,28.704,89.604
6.014,28.545,89.615
6.013,28.548,89.608
6.013,28.737,89.608
6.012,28.560,89.646
6.012,28.860,89.693
6.014,28.639,89.683
6.015,28.666,89.635
6.014,28.815,89.559
6.014,28.910,89.542
6.014,28.563,89.488
6.014,29.021,89.526
6.014,28.745,89.601
6.012,28.786,89.595
6.013,28.834,89.583
6.014,28.721,89.558
6.014,28.740,89.552
6.014,28.665,89.538
6.014,28.630,89.528
6.013,28.817,89.514
6.012,28.808,89.500
6.013,28.789,89.524
6.014,28.697,89.719
3.678,18.995,86.879
3.677,19.100,86.598
3.678,19.111,86.599
3.678,19.122,86.617
3.678,19.108,86.635
3.679,19.166,86.636
3.680,19.200,86.658
3.679,19.193,86.592
3.680,19.128,86.621
3.678,19.090,86.612
3.678,19.108,86.614
3.679,19.051,86.634
3.679,19.072,86.655
6.012,29.719,89.607
6.013,29.610,89.728
6.012,29.570,89.731
6.013,29.727,89.740
6.013,29.760,89.743
6.013,29.447,89.782
6.012,29.715,89.776
6.014,29.721,89.779
6.015,29.607,89.739
6.013,29.692,89.721
6.013,29.584,89.705
6.015,29.480,89.728
6.013,29.757,89.719
6.012,29.642,89.730
6.014,29.537,89.744
6.015,29.617,89.745
6.014,29.673,89.726
6.013,29.747,89.672
6.013,29.630,89.712
6.014,29.724,89.765
6.013,29.792,89.793
6.013,29.653,89.754
6.014,29.688,89.756
6.013,29.559,89.753
6.015,29.685,89.702
6.014,29.727,89.644
6.014,29.617,89.629
6.015,29.663,89.679
6.014,29.610,89.680
6.014,29.672,89.645
6.014,29.708,89.674
6.014,29.687,89.596
6.014,29.775,89.630
6.014,29.656,89.655
6.014,29.605,89.669
6.014,29.738,89.678
6.015,29.741,89.701
6.015,29.740,89.640
6.014,29.702,89.640
6.015,29.732,89.647
6.013,29.640,89.662
6.015,29.692,89.675
6.014,29.658,89.681
6.013,29.743,89.712
6.016,29.823,89.710
6.016,29.655,89.663
6.017,29.662,89.680
6.016,29.691,89.670
6.014,29.604,89.639
6.014,29.716,89.661
6.014,29.637,89.649
6.013,29.733,89.644
6.014,29.658,89.681
3.064,15.375,85.046
3.064,15.396,84.703
3.064,15.324,84.718
3.063,15.264,84.625
3.370,16.568,85.295
3.370,16.555,85.912
3.370,16.550,86.002
3.370,16.620,85.989
3.065,16.528,85.001
3.064,15.143,84.915
3.062,15.124,84.813
3.063,15.071,84.919
3.063,15.011,84.905
6.010,29.897,89.463
6.011,29.598,89.837
6.011,29.849,89.883
6.011,29.897,89.871
6.010,29.648,89.855
6.012,29.564,89.815
6.012,29.803,89.755
6.011,29.595,89.709
6.014,29.588,89.583
3.063,15.101,85.676
3.062,15.075,85.387
3.369,16.991,85.383
3.368,17.012,85.900
3.368,16.987,86.058
3.674,17.501,86.878
3.063,15.265,86.414
3.063,15.175,85.904
3.063,15.159,85.714
3.063,15.136,85.663
3.063,15.154,85.628
3.064,15.154,85.614
3.063,15.133,85.575
6.010,29.878,89.575
6.009,29.877,89.800
6.010,29.851,89.776
6.009,29.714,89.801
6.010,29.873,89.845
6.012,29.632,89.757
6.010,29.399,89.755
6.011,29.935,89.788
6.012,29.718,89.763
3.065,14.781,85.805
3.063,14.801,85.639
3.063,14.826,85.650
3.063,14.856,85.654
3.064,14.860,85.727
3.064,14.851,85.753
3.064,14.861,85.759
3.064,14.852,85.796
3.064,14.836,85.759
3.063,14.810,85.701
3.063,14.760,85.675
3.063,14.794,85.833
3.062,14.812,85.914
6.010,29.343,89.827
6.012,29.613,89.901
6.011,29.235,89.877
6.011,29.414,89.920
6.012,29.557,89.928
6.011,29.841,89.941
6.010,29.561,89.916
6.011,29.441,89.866
6.010,29.404,89.804
3.063,14.963,85.924
3.064,14.934,85.697
3.064,14.930,85.665
3.064,14.922,85.679
3.065,14.921,85.745
3.065,14.934,85.769
3.063,14.953,85.811
3.066,14.954,85.762
3.064,14.934,85.804
3.063,14.943,85.859
3.064,14.937,85.838
3.064,14.929,85.839
3.064,15.089,85.844
6.012,29.848,90.139
6.012,29.828,89.892
6.012,29.865,89.920
6.011,29.834,89.919
6.009,29.879,89.886
6.010,29.697,89.852
6.010,29.848,89.851
6.012,29.974,89.842
6.010,29.766,89.786
2.452,14.375,85.967
2.452,14.474,85.477
2.452,14.480,85.128
2.452,14.508,85.075
2.452,14.489,85.124
2.452,14.496,85.157
2.452,14.521,85.136
2.452,14.596,85.403
2.453,14.550,85.316
2.452,14.558,85.235
2.452,14.531,85.188
2.451,14.455,85.167
2.451,14.552,85.084
5.793,28.817,89.879
5.795,29.094,89.676
5.795,29.165,89.617
5.795,28.922,89.592
5.795,28.755,89.596
5.796,28.879,89.570
5.797,28.851,89.548
5.795,28.979,89.549
5.797,29.045,89.542
5.797,29.062,89.521
5.798,29.045,89.526
5.798,28.951,89.515
5.797,28.975,89.557
5.797,28.978,89.570
5.798,29.065,89.564
5.797,29.023,89.561
5.798,28.997,89.523
5.796,28.840,89.345
5.796,28.944,89.480
5.794,28.950,89.536
5.795,28.953,89.581
5.796,28.830,89.522
5.796,28.958,89.522
5.795,29.030,89.554
5.795,28.960,89.532
5.795,28.991,89.542
5.796,28.956,89.539
5.794,28.797,89.515
5.795,29.082,89.525
5.794,28.717,89.520
5.796,29.005,89.521
5.796,28.820,89.530
5.796,28.842,89.524
5.797,28.984,89.563
5.797,29.020,89.540
5.798,28.990,89.562
5.797,28.968,89.527
5.797,29.017,89.540
5.798,29.041,89.526
5.796,28.986,89.551
5.799,28.928,89.527
5.799,28.894,89.495
5.798,28.890,89.506
5.798,28.903,89.517
5.797,29.086,89.526
5.797,28.866,89.515
5.796,29.002,89.472
5.797,28.945,89.581
5.796,29.057,89.569
5.796,28.979,89.584
5.796,29.033,89.573
5.797,28.939,89.569
5.796,28.908,89.590
2.453,13.023,85.748
2.740,13.010,84.984
3.064,14.612,86.890
3.062,15.142,86.341
3.062,15.165,86.503
3.062,15.157,86.642
3.063,15.133,86.585
3.063,13.870,86.732
3.063,13.886,86.855
3.063,13.883,86.924
3.063,13.806,86.692
3.062,13.843,86.862
3.061,13.856,87.035
6.010,28.701,89.295
6.011,28.842,89.250
6.012,28.721,89.299
6.012,28.979,89.258
6.011,28.815,89.267
6.011,28.999,89.288
6.012,29.420,89.337
6.012,29.693,89.315
6.011,28.782,88.962
3.063,16.168,85.880
3.063,16.209,86.035
3.064,16.250,86.073
3.065,16.310,86.089
3.065,16.249,86.045
3.063,16.250,86.053
3.064,16.249,86.094
3.065,16.228,86.127
3.063,16.853,86.052
3.676,18.569,86.702
2.452,14.575,84.899
2.451,14.465,84.155
2.452,14.433,84.032
6.011,28.704,88.783
6.011,28.774,89.198
6.012,28.581,89.257
6.012,28.798,89.328
6.012,28.348,89.259