CD,FI3312B,TI3302A
5.492,30.838,88.370
5.492,30.973,88.342
5.493,30.844,88.380
5.492,30.926,88.418
5.490,30.745,88.401
5.491,30.697,88.433
5.490,30.741,88.405
5.489,30.900,88.511
5.490,30.927,88.488
5.489,30.949,88.472
5.488,30.958,88.416
5.490,30.802,88.433
5.491,31.009,88.438
5.490,30.803,88.447
5.490,30.784,88.460
5.490,30.848,88.486
5.490,31.329,88.409
5.490,31.334,88.363
5.491,31.183,88.372
5.493,31.111,88.405
5.491,31.437,88.352
5.493,31.314,88.198
5.492,31.543,88.147
5.491,31.301,88.201
5.490,31.199,88.211
5.489,31.147,88.156
5.488,31.279,88.252
5.488,31.154,88.307
5.490,31.493,88.385
5.490,31.454,88.382
5.490,31.287,88.359
5.489,31.332,88.331
5.490,31.387,88.310
5.491,31.331,88.309
5.491,31.293,88.316
5.489,31.349,88.294
3.065,30.693,84.215
3.065,30.556,84.929
3.066,30.742,84.965
3.065,30.726,85.018
3.065,30.552,85.041
3.065,30.516,85.085
3.066,30.676,85.106
3.064,30.615,85.074
3.064,30.465,85.082
3.063,30.550,85.088
3.064,30.501,85.091
3.064,30.690,85.108
3.065,30.425,85.137
3.064,30.586,85.039
3.064,30.432,85.095
3.064,30.487,85.130
3.065,30.469,85.158
3.062,30.584,85.159
3.063,30.604,85.226
3.064,30.688,85.268
3.065,30.577,85.205
3.063,30.567,85.275
3.065,30.702,85.322
5.491,30.962,89.013
5.490,30.961,88.761
5.492,31.074,88.764
5.491,30.895,88.777
5.491,31.041,88.760
5.493,30.961,88.763
5.492,30.982,88.748
5.491,30.935,88.755
5.491,31.124,88.776
5.491,31.117,88.739
5.489,31.155,88.815
5.491,30.996,88.701
5.491,31.177,88.704
5.491,30.881,88.749
5.489,30.890,88.787
5.491,31.195,88.749
5.489,31.056,88.762
5.490,31.050,88.800
5.489,31.143,88.840
5.490,30.949,88.866
5.490,31.003,88.833
5.490,31.205,88.854
3.064,30.659,85.414
3.064,30.644,84.723
3.064,30.459,84.574
3.064,30.322,84.631
3.064,30.587,84.639
3.063,30.608,84.709
3.062,30.708,84.696
3.064,30.556,84.719
3.063,30.632,84.701
3.063,30.636,84.745
3.063,30.523,84.557
3.062,30.508,84.644
3.062,30.588,84.708
5.487,31.080,88.500
5.488,30.873,88.725
5.489,30.900,88.795
5.489,30.928,88.802
5.489,31.083,88.805
5.489,30.875,88.812
5.490,30.932,88.837
5.489,30.958,88.793
5.491,30.946,88.787
3.064,30.595,85.270
3.065,30.690,84.759
3.065,30.678,84.606
3.064,30.506,84.581
3.064,30.584,84.551
3.064,30.561,84.614
3.064,30.634,84.664
3.065,30.493,84.661
3.064,30.744,84.638
3.064,30.620,84.662
3.063,30.665,84.680
3.063,30.488,84.898
3.065,30.771,85.064
5.486,31.306,88.610
5.488,31.200,88.852
5.489,31.076,88.901
5.490,31.156,88.909
5.489,31.405,88.888
5.488,31.411,88.874
5.489,31.225,88.794
5.488,31.187,88.846
5.490,31.244,88.829
3.064,30.704,85.856
3.064,30.546,84.891
3.064,30.665,84.676
3.064,30.499,84.550
3.064,30.380,84.541
3.064,30.600,84.539
3.065,30.767,84.558
3.063,30.623,84.749
3.065,30.765,84.685
3.065,30.527,84.670
3.065,30.715,84.711
3.064,30.758,84.702
3.064,30.565,84.700
5.491,31.270,87.941
5.490,31.291,88.143
5.491,31.129,88.123
5.491,31.157,88.242
5.490,31.217,88.233
5.490,31.234,88.157
5.490,30.930,88.189
5.491,31.160,88.156
5.490,31.250,88.116
2.759,30.655,86.852
2.759,30.621,85.564
2.759,30.825,85.389
2.760,30.610,85.338
2.759,30.625,85.303
2.759,30.635,85.305
2.760,30.680,85.343
2.759,30.675,85.264
2.759,30.550,85.276
2.759,30.699,85.397
2.759,30.687,85.401
2.758,30.579,85.426
2.758,30.616,85.460
5.490,31.363,88.799
5.489,31.177,88.812
5.490,31.172,88.820
5.490,31.276,88.825
5.490,31.061,88.900
5.489,31.046,88.884
5.489,31.219,88.887
5.490,31.067,88.838
5.491,31.252,88.865
3.065,30.574,85.435
3.066,30.889,84.817
3.065,30.798,84.694
3.064,30.725,84.624
3.065,30.531,84.653
3.064,30.680,84.707
3.064,30.723,84.710
3.064,30.750,84.730
3.064,30.843,84.704
3.062,30.726,84.610
3.062,30.732,84.696
3.061,30.421,84.740
3.062,30.658,84.710
5.489,31.363,88.866
5.490,31.221,89.012
5.489,31.443,89.033
5.488,31.506,89.088
5.488,31.365,89.163
5.487,31.404,89.197
5.488,31.440,89.077
5.488,31.265,88.967
5.490,31.582,88.953
5.491,31.287,88.981
5.490,31.244,88.948
5.490,31.417,88.950
5.489,31.283,88.916
5.489,31.405,88.910
5.489,31.283,88.909
5.490,31.158,88.842
5.487,31.142,88.612
5.488,31.160,88.662
5.486,31.260,88.734
5.486,31.043,88.814
5.487,30.967,88.945
5.487,31.306,88.899
5.488,31.222,88.901
5.487,30.988,88.911
5.487,31.314,88.886
5.488,31.277,88.936
5.487,31.141,88.948
5.487,31.088,88.956
5.488,31.266,88.932
5.486,31.184,88.936
5.487,31.076,88.895
5.487,31.161,88.943
5.487,30.776,88.933
5.489,31.073,88.958
5.488,31.140,88.969
5.489,31.174,88.944
5.488,31.154,88.910
5.490,31.408,88.847
5.489,31.156,88.844
5.491,31.318,88.902
5.491,31.245,88.900
5.489,31.142,88.923
5.490,31.113,88.927
5.492,31.079,88.963
5.489,31.073,88.943
5.490,31.147,88.936
5.490,31.106,88.930
5.490,31.147,88.926
5.488,31.232,88.904
5.489,31.328,88.917
5.491,31.057,88.890
5.489,31.167,88.894
5.489,31.248,88.874
3.065,30.676,86.048
3.062,30.747,85.574
3.064,30.505,85.501
3.064,30.892,85.514
3.065,30.611,85.498
3.065,30.878,85.518
3.064,30.789,85.503
3.064,30.610,85.486
3.063,30.460,85.477
3.062,30.729,85.499
3.062,30.676,85.512
3.062,30.748,85.619
3.062,30.573,86.292
6.009,31.220,90.104
6.010,31.466,89.971
6.013,31.168,89.994
6.012,31.124,89.846
6.011,31.236,89.793
6.009,31.131,89.827
6.010,31.407,89.819
6.011,31.063,89.774
6.012,31.249,89.808
3.062,30.656,86.208
3.063,30.662,85.575
3.063,30.627,85.457
3.065,30.803,85.491
3.065,30.551,85.567
3.064,30.772,85.537
3.065,30.576,85.503
3.065,30.553,85.725
3.064,30.856,85.610
3.065,30.614,85.593
3.064,30.534,85.743
3.063,30.491,86.022
3.063,30.542,86.123
6.009,31.181,90.289
6.009,31.407,89.801
6.009,31.340,89.756
6.009,31.066,89.767
6.008,31.320,89.845
6.010,31.372,89.920
6.010,31.195,89.948
6.009,31.110,89.940
6.009,31.177,89.914
6.011,30.951,89.856
6.010,31.214,89.772
6.011,31.380,89.843
6.013,31.291,89.852
6.013,31.347,89.871
6.013,31.301,89.865
6.014,31.198,89.886
6.015,31.237,89.800
6.013,31.187,89.799
6.011,31.128,89.821
6.012,31.153,90.030
6.012,31.114,89.761
6.011,31.156,89.792
6.013,31.332,89.781
6.011,31.371,89.776
6.012,31.466,89.761
6.011,31.287,89.769
6.011,31.363,89.725
6.011,31.406,89.729
6.011,31.295,89.730
6.011,31.179,89.738
6.011,31.206,89.708
6.011,31.385,89.634
6.012,31.429,89.659
6.013,31.471,89.781
6.014,31.404,89.884
6.015,31.395,89.848
6.017,31.361,89.797
6.017,31.561,89.711
6.015,31.367,89.619
6.013,31.140,89.627
6.013,31.372,89.625
6.013,31.213,89.623
6.012,31.289,89.688
6.010,31.064,89.653
6.013,31.340,89.676
6.013,31.193,89.745
6.012,31.564,89.725
6.012,31.016,89.689
6.012,31.270,89.672
6.012,31.349,89.660
6.012,31.242,89.654
6.010,31.307,89.697
6.011,31.427,89.688
6.012,31.416,89.689
2.758,30.599,85.827
2.758,30.819,84.882
2.758,30.480,84.660
2.758,30.745,84.629
2.758,30.645,84.649
2.758,30.661,84.653
2.758,30.532,84.681
2.758,30.892,84.672
2.757,30.602,84.690
2.757,30.843,84.667
2.757,30.529,84.708
2.757,30.671,84.707
6.011,31.378,89.253
6.013,31.186,89.937
6.014,31.206,90.023
6.013,31.372,89.994
6.012,31.112,90.036
6.012,31.120,90.008
6.012,31.268,89.965
6.012,31.086,89.962
6.012,31.081,89.916
6.011,31.243,89.954
6.011,31.060,89.941
6.013,31.309,89.918
6.013,31.335,89.911
6.014,30.948,89.876
6.014,31.056,89.891
6.012,31.128,89.897
6.012,31.050,89.908
6.013,31.144,89.919
6.013,31.169,89.913
6.013,31.321,89.909
6.014,31.068,89.924
6.014,31.139,89.878
6.013,31.131,89.901
6.012,31.062,89.927
6.012,31.138,89.923
6.013,31.149,89.900
6.013,31.437,89.895
6.012,31.134,89.863
6.011,31.130,89.921
6.012,30.998,89.937
6.011,31.043,89.961
6.012,31.098,89.959
6.012,31.034,89.942
6.012,31.053,89.964
6.014,31.143,89.952
6.013,30.939,89.927
6.012,31.087,89.980
6.014,31.242,89.919
6.014,31.147,89.925
6.014,31.365,89.954
6.014,31.073,89.935
6.014,31.341,89.972
6.013,31.216,89.948
6.014,31.379,89.965
6.012,31.334,89.960
6.014,31.259,89.984
6.014,31.249,89.964
6.014,31.033,89.934
6.015,31.081,89.940
6.012,30.904,89.902
6.013,31.197,89.891
6.012,31.173,89.953
6.012,30.800,89.918
4.229,31.404,89.236
3.062,31.253,86.805
3.064,31.301,86.659
3.065,31.387,86.868
3.066,31.282,86.859
3.068,31.061,86.990
3.067,30.981,87.029
3.066,31.015,86.921
3.065,30.792,87.012
3.066,30.967,86.911
3.066,30.965,86.976
3.065,30.901,86.939
3.064,30.795,86.932
6.012,31.624,90.215
6.013,31.597,90.001
6.014,31.105,90.091
6.013,31.402,90.061
6.013,31.443,90.082
6.012,31.487,90.060
6.012,31.525,90.020
6.011,31.599,90.011
6.011,32.118,89.974
3.678,31.361,86.261
3.678,31.515,85.458
3.678,31.402,85.449
3.679,31.431,85.464
3.679,31.286,85.673
3.678,31.496,85.696
3.678,31.485,85.761
3.678,31.488,85.825
3.678,31.485,85.855
3.677,31.489,85.810
3.678,31.833,85.848
3.678,31.633,85.972
3.677,31.309,85.981
6.012,32.146,89.823
6.013,31.785,89.905
6.012,31.928,89.929
6.013,31.788,89.898
6.013,31.618,89.947
6.014,31.675,89.893
6.013,31.709,89.834
6.013,31.883,89.857
6.015,31.872,89.950
6.015,31.874,89.872
6.014,32.070,89.893
6.012,31.964,89.871
6.015,31.721,89.796
6.015,31.811,89.699
6.013,31.609,89.676
6.013,31.680,89.683
6.014,31.834,89.715
6.014,31.818,89.750
6.013,31.860,89.709
6.014,31.851,89.795
6.013,31.811,89.847
6.014,31.757,89.823
6.012,31.561,89.741
6.013,31.645,89.741
6.013,31.612,89.746
6.012,31.289,89.471
6.010,31.699,89.499
6.010,31.957,89.555
6.010,31.631,89.659
6.010,31.704,89.795
6.010,31.748,89.848
6.010,31.582,89.508
6.008,31.537,89.537
6.010,31.375,89.261
6.009,30.491,88.057
6.010,30.497,87.796
6.010,30.659,88.048
6.011,30.716,88.451
6.011,31.485,88.455
6.011,31.487,87.677
6.012,30.420,88.066
6.012,30.503,89.032
6.010,30.535,89.090
6.012,30.690,89.097
6.009,30.652,88.968
6.011,30.935,89.022
6.011,30.856,89.059
6.012,30.872,89.068
6.011,30.892,89.081
6.011,30.874,89.128
6.012,30.914,89.119
6.012,30.814,89.113
6.012,30.847,89.101
6.011,31.089,89.106
6.012,30.978,89.170
6.012,31.015,89.191
6.013,30.974,89.608
6.013,31.012,89.631
6.014,31.016,89.596
6.014,30.913,89.543
6.015,31.024,89.502
6.016,31.033,89.524
6.016,30.865,89.517
6.014,30.855,89.532
6.015,30.730,89.538
6.016,31.197,89.536
6.016,31.003,89.529
6.015,31.015,89.572
6.012,30.863,89.472
6.012,31.124,89.377
6.010,30.921,89.502
6.011,30.872,89.509
6.011,30.999,89.557
6.011,30.930,89.506
6.011,30.971,89.551
6.013,30.832,89.628
6.012,30.827,89.659
6.013,30.754,89.671
6.015,30.866,89.648
6.013,30.783,89.656
6.013,30.701,89.657
6.014,30.790,89.604
6.013,30.879,89.565
6.013,30.940,89.585
6.013,30.870,89.573
6.011,30.895,89.599
6.013,30.855,89.666
6.013,31.252,89.664
6.014,30.935,89.630
6.013,31.014,89.659
6.013,31.070,89.670
6.014,30.721,89.686
6.013,30.942,89.648
6.012,31.087,89.635
6.012,31.001,89.661
6.011,30.821,89.654
6.014,30.647,89.621
6.012,30.962,89.669
6.013,31.233,89.694
6.012,30.972,89.682
6.013,30.899,89.658
6.014,30.998,89.699
6.014,30.997,89.657
6.015,30.851,89.634
6.015,30.850,89.621
6.014,30.920,89.584
6.016,30.957,89.594
6.014,31.109,89.637
6.014,30.964,89.636
6.013,30.550,89.585
6.012,30.688,89.704
6.012,30.805,89.681
6.012,30.644,89.676
6.013,30.806,89.685
6.010,30.862,89.671
6.013,30.873,89.671
6.013,30.842,89.641
6.013,30.537,89.582
6.013,31.012,89.485
4.262,30.735,86.525
4.262,30.319,86.668
4.260,30.520,86.652
4.262,30.469,86.738
4.262,30.267,86.793
4.263,30.555,86.792
4.262,30.425,86.733
4.263,30.454,86.763
4.264,30.502,86.805
4.263,30.193,86.838
4.262,30.685,86.945
4.262,30.359,86.941
4.262,30.758,86.944
6.010,30.981,89.760
6.012,30.837,89.790
6.011,30.903,89.812
6.013,30.979,89.792
6.013,30.789,89.768
6.012,30.745,89.808
6.012,30.834,89.842
6.012,31.006,89.848
6.011,30.997,89.848
4.261,30.283,87.222
4.261,30.369,87.072
4.261,30.486,87.086
4.262,30.551,87.155
4.263,30.539,87.138
4.261,30.585,87.105
4.261,30.507,87.112
4.261,30.487,87.137
4.261,30.455,87.115
4.261,30.569,87.094
4.262,30.778,87.128
4.261,30.700,87.158
4.261,30.646,87.171
6.014,30.810,89.546
6.013,30.623,89.579
6.014,30.888,89.653
6.012,30.727,89.725
6.015,30.660,89.731
6.012,30.875,89.596
6.013,30.920,89.542
6.012,30.878,89.573
6.013,31.063,89.537
4.294,30.331,86.602
4.294,30.444,86.384
4.294,30.439,86.391
4.294,30.469,86.381
4.294,30.306,86.449
4.295,30.564,86.473
4.293,30.442,86.450
4.294,30.412,86.484
4.293,30.457,86.478
4.294,30.657,86.512
4.294,30.374,86.495
4.294,30.759,86.466
4.295,30.692,86.441
6.013,31.152,89.477
6.013,30.912,89.646
6.013,30.909,89.634
6.012,30.771,89.584
6.013,30.999,89.536
6.013,30.843,89.556
6.012,30.718,89.578
6.011,30.650,89.565
6.012,31.048,89.604
6.014,30.951,89.615
6.013,30.768,89.608
6.013,30.657,89.608
6.012,30.915,89.646
6.012,30.959,89.693
6.014,30.932,89.683
6.015,30.915,89.635
6.014,30.845,89.559
6.014,30.866,89.542
6.014,30.852,89.488
6.014,30.935,89.526
6.014,31.110,89.601
6.012,30.761,89.595
6.013,30.786,89.583
6.014,31.016,89.558
6.014,30.918,89.552
6.014,31.140,89.538
6.014,30.713,89.528
6.013,30.673,89.514
6.012,30.982,89.500
6.013,30.916,89.524
6.014,30.854,89.719
3.678,30.391,86.879
3.677,30.717,86.598
3.678,30.555,86.599
3.678,30.603,86.617
3.678,30.497,86.635
3.679,30.673,86.636
3.680,30.645,86.658
3.679,30.636,86.592
3.680,30.568,86.621
3.678,30.597,86.612
3.678,30.621,86.614
3.679,30.715,86.634
3.679,30.731,86.655
6.012,31.250,89.607
6.013,31.091,89.728
6.012,31.222,89.731
6.013,31.054,89.740
6.013,31.322,89.743
6.013,31.076,89.782
6.012,30.946,89.776
6.014,31.417,89.779
6.015,31.112,89.739
6.013,31.087,89.721
6.013,31.166,89.705
6.015,31.013,89.728
6.013,30.765,89.719
6.012,31.131,89.730
6.014,31.138,89.744
6.015,31.011,89.745
6.014,31.129,89.726
6.013,30.983,89.672
6.013,31.398,89.712
6.014,31.104,89.765
6.013,31.141,89.793
6.013,31.150,89.754
6.014,31.225,89.756
6.013,31.283,89.753
6.015,31.080,89.702
6.014,31.026,89.644
6.014,30.853,89.629
6.015,31.076,89.679
6.014,31.138,89.680
6.014,31.209,89.645
6.014,30.941,89.674
6.014,31.206,89.596
6.014,31.193,89.630
6.014,30.987,89.655
6.014,31.037,89.669
6.014,30.857,89.678
6.015,31.279,89.701
6.015,31.013,89.640
6.014,31.025,89.640
6.015,31.001,89.647
6.013,31.122,89.662
6.015,31.199,89.675
6.014,31.132,89.681
6.013,31.254,89.712
6.016,31.361,89.710
6.016,31.220,89.663
6.017,31.156,89.680
6.016,30.977,89.670
6.014,31.137,89.639
6.014,31.331,89.661
6.014,31.269,89.649
6.013,31.172,89.644
6.014,31.191,89.681
3.064,30.409,85.046
3.064,30.331,84.703
3.064,30.432,84.718
3.063,30.682,84.625
3.370,30.479,85.295
3.370,30.406,85.912
3.370,30.290,86.002
3.370,30.367,85.989
3.065,30.423,85.001
3.064,30.452,84.915
3.062,30.323,84.813
3.063,30.334,84.919
3.063,30.083,84.905
6.010,30.985,89.463
6.011,30.863,89.837
6.011,30.843,89.883
6.011,30.992,89.871
6.010,31.012,89.855
6.012,30.694,89.815
6.012,31.073,89.755
6.011,30.987,89.709
6.014,31.021,89.583
3.063,30.363,85.676
3.062,30.370,85.387
3.369,30.647,85.383
3.368,30.298,85.900
3.368,30.346,86.058
3.674,30.401,86.878
3.063,30.391,86.414
3.063,30.205,85.904
3.063,30.142,85.714
3.063,30.337,85.663
3.063,30.402,85.628
3.064,30.067,85.614
3.063,30.248,85.575
6.010,30.996,89.575
6.009,31.075,89.800
6.010,30.666,89.776
6.009,30.569,89.801
6.010,30.971,89.845
6.012,30.901,89.757
6.010,30.927,89.755
6.011,30.830,89.788
6.012,30.824,89.763
3.065,30.341,85.805
3.063,30.385,85.639
3.063,30.529,85.650
3.063,30.419,85.654
3.064,30.389,85.727
3.064,30.433,85.753
3.064,30.436,85.759
3.064,30.132,85.796
3.064,30.274,85.759
3.063,30.087,85.701
3.063,30.190,85.675
3.063,30.340,85.833
3.062,30.342,85.914
6.010,31.171,89.827
6.012,30.824,89.901
6.011,30.760,89.877
6.011,30.944,89.920
6.012,30.819,89.928
6.011,31.021,89.941
6.010,30.824,89.916
6.011,30.977,89.866
6.010,31.061,89.804
3.063,30.643,85.924
3.064,30.367,85.697
3.064,30.444,85.665
3.064,30.448,85.679
3.065,30.282,85.745
3.065,30.306,85.769
3.063,30.550,85.811
3.066,30.407,85.762
3.064,30.511,85.804
3.063,30.474,85.859
3.064,30.545,85.838
3.064,30.631,85.839
3.064,30.540,85.844
6.012,30.930,90.139
6.012,30.962,89.892
6.012,31.268,89.920
6.011,30.960,89.919
6.009,30.848,89.886
6.010,31.011,89.852
6.010,31.007,89.851
6.012,30.825,89.842
6.010,30.834,89.786
2.452,30.428,85.967
2.452,30.770,85.477
2.452,30.616,85.128
2.452,30.468,85.075
2.452,30.482,85.124
2.452,30.425,85.157
2.452,30.502,85.136
2.452,30.445,85.403
2.453,30.630,85.316
2.452,30.410,85.235
2.452,30.426,85.188
2.451,30.508,85.167
2.451,30.450,85.084
5.793,31.063,89.879
5.795,30.993,89.676
5.795,30.959,89.617
5.795,30.988,89.592
5.795,31.224,89.596
5.796,30.729,89.570
5.797,30.642,89.548
5.795,31.021,89.549
5.797,31.128,89.542
5.797,31.057,89.521
5.798,31.141,89.526
5.798,30.940,89.515
5.797,30.748,89.557
5.797,31.102,89.570
5.798,31.088,89.564
5.797,30.916,89.561
5.798,31.253,89.523
5.796,30.953,89.345
5.796,31.091,89.480
5.794,30.976,89.536
5.795,31.139,89.581
5.796,31.032,89.522
5.796,30.965,89.522
5.795,31.045,89.554
5.795,30.882,89.532
5.795,31.044,89.542
5.796,30.874,89.539
5.794,31.009,89.515
5.795,31.263,89.525
5.794,30.884,89.520
5.796,31.038,89.521
5.796,31.030,89.530
5.796,31.092,89.524
5.797,30.945,89.563
5.797,30.912,89.540
5.798,30.824,89.562
5.797,31.169,89.527
5.797,31.076,89.540
5.798,31.118,89.526
5.796,31.345,89.551
5.799,31.053,89.527
5.799,30.887,89.495
5.798,31.113,89.506
5.798,30.909,89.517
5.797,31.000,89.526
5.797,31.091,89.515
5.796,30.659,89.472
5.797,30.971,89.581
5.796,31.100,89.569
5.796,30.909,89.584
5.796,31.330,89.573
5.797,30.924,89.569
5.796,30.880,89.590
2.453,30.619,85.748
2.740,30.624,84.984
3.064,29.819,86.890
3.062,30.441,86.341
3.062,30.755,86.503
3.062,30.509,86.642
3.063,30.705,86.585
3.063,30.384,86.732
3.063,31.343,86.855
3.063,31.426,86.924
3.063,30.937,86.692
3.062,31.400,86.862
3.061,31.386,87.035
6.010,31.910,89.295
6.011,31.651,89.250
6.012,31.800,89.299
6.012,31.675,89.258
6.011,31.726,89.267
6.011,31.874,89.288
6.012,31.554,89.337
6.012,31.334,89.315
6.011,31.475,88.962
3.063,30.859,85.880
3.063,31.153,86.035
3.064,31.126,86.073
3.065,31.222,86.089
3.065,31.200,86.045
3.063,31.337,86.053
3.064,31.092,86.094
3.065,31.301,86.127
3.063,31.415,86.052
3.676,29.078,86.702
2.452,30.558,84.899
2.451,30.583,84.155
2.452,30.639,84.032
6.011,31.416,88.783
6.011,31.002,89.198
6.012,31.011,89.257
6.012,31.096,89.328
6.012,31.175,89.259